Account Number,Account Type,Balance Date,Balance,Account  Holder ID
62716405,Platinum,1/31/2023,531.19,75268723
62746004,Gold,1/31/2023,638.36,66566533
62756075,Gold,1/31/2023,896.87,22654613
62780588,Basic,1/31/2023,828.86,54416952
62862427,Platinum,1/31/2023,545.14,52412303
63014981,Gold,1/31/2023,222.98,34623657
63057168,Basic,1/31/2023,159.71,96368041
63102647,Platinum,1/31/2023,665.14,54107132
63232279,Basic,1/31/2023,931.78,24064962
63265361,Gold,1/31/2023,935.22,32093836
63280767,Basic,1/31/2023,836.58,57514524
63298193,Basic,1/31/2023,259.55,33252995
63301094,Gold,1/31/2023,532.03,24840775
63381038,Basic,1/31/2023,541.91,73013315
63405199,Basic,1/31/2023,18.35,95116906
63412767,Platinum,1/31/2023,715.41,15867916
63486424,Basic,1/31/2023,531.83,88503839
63534397,Basic,1/31/2023,451.25,96878671
63556863,Platinum,1/31/2023,634.4,73509215
63569270,Basic,1/31/2023,949.8,6229551
63635633,Joint,1/31/2023,202.35,64862749
63635633,Joint,1/31/2023,202.35,94581536
63714888,Basic,1/31/2023,632.75,53161387
63746530,Gold,1/31/2023,874.63,93711791
63845700,Platinum,1/31/2023,856.95,30843845
63863096,Platinum,1/31/2023,819.23,65284474
63959769,Basic,1/31/2023,938.58,99877991
63977699,Platinum,1/31/2023,140.44,69843973
64034275,Platinum,1/31/2023,609.61,10884532
64065043,Platinum,1/31/2023,245.44,48326207
64093529,Gold,1/31/2023,748.57,68884246
64108699,Basic,1/31/2023,71.97,78230015
64123632,Gold,1/31/2023,358.39,166785
64160490,Basic,1/31/2023,222.89,68072855
64167315,Gold,1/31/2023,145.11,14675223
64168292,Basic,1/31/2023,297.09,79700437
64177019,Gold,1/31/2023,298.31,77974264
64226824,Basic,1/31/2023,794.79,43267064
64228624,Gold,1/31/2023,508.14,62722798
64237458,Gold,1/31/2023,255.48,88163261
64299012,Basic,1/31/2023,509.56,68222526
64300289,Joint,1/31/2023,472.59,78921964
64300289,Joint,1/31/2023,472.59,42298259
64303157,Gold,1/31/2023,698.38,34458532
64305805,Platinum,1/31/2023,181.46,35964516
64331821,Gold,1/31/2023,519.62,55073651
64402841,Basic,1/31/2023,751.76,87308766
64411319,Gold,1/31/2023,619.06,46642777
64460080,Gold,1/31/2023,313.37,11469305
64462046,Gold,1/31/2023,847.04,80441621
64486954,Gold,1/31/2023,378,70983885
64526097,Joint,1/31/2023,491.42,29473964
64526097,Joint,1/31/2023,491.42,26174221
64533535,Gold,1/31/2023,535.88,79550025
64571970,Basic,1/31/2023,693.34,83249017
64590882,Platinum,1/31/2023,344.01,29480581
64610632,Basic,1/31/2023,869.95,68064073
64683004,Basic,1/31/2023,348.86,83789194
64716185,Basic,1/31/2023,391.53,658654
64769583,Platinum,1/31/2023,598.67,29449096
64893719,Joint,1/31/2023,689.59,12439491
64893719,Joint,1/31/2023,689.59,92946161
64901797,Gold,1/31/2023,672.29,49247093
64953936,Basic,1/31/2023,311.46,4265285
64958880,Basic,1/31/2023,840.8,7758604
64979248,Basic,1/31/2023,202.63,42380603
64990799,Gold,1/31/2023,480.33,86931674
65009032,Gold,1/31/2023,984.64,76255885
65033625,Basic,1/31/2023,186.26,5786066
65052411,Gold,1/31/2023,877.5,86740012
65097827,Basic,1/31/2023,526.75,54998442
65125795,Basic,1/31/2023,632.35,94947275
65143384,Basic,1/31/2023,227.08,42907105
65159654,Gold,1/31/2023,761.19,9219102
65199307,Gold,1/31/2023,68.09,86550700
65200379,Basic,1/31/2023,4.27,69150184
65220738,Basic,1/31/2023,873.56,31920720
65225040,Gold,1/31/2023,826.42,16795841
65280102,Basic,1/31/2023,2.17,14383207
65321237,Platinum,1/31/2023,425.42,64659662
65380590,Basic,1/31/2023,683.96,54249137
65429379,Joint,1/31/2023,232.83,89665398
65429379,Joint,1/31/2023,232.83,74698463
65534206,Gold,1/31/2023,274.89,83322255
65579734,Gold,1/31/2023,928.08,98506406
65583532,Gold,1/31/2023,542.09,21021359
65589565,Gold,1/31/2023,321.99,37386889
65596186,Platinum,1/31/2023,254.28,21263147
65603779,Gold,1/31/2023,652.83,25243201
65606472,Basic,1/31/2023,405.1,72678677
65721172,Gold,1/31/2023,221.49,2726786
65724980,Basic,1/31/2023,307.93,39254761
65754176,Basic,1/31/2023,716.55,50008491
65782923,Gold,1/31/2023,193.43,30746387
65804470,Gold,1/31/2023,454.38,77632924
65815967,Platinum,1/31/2023,0.43,77477279
65926576,Gold,1/31/2023,73.48,73555763
65988118,Gold,1/31/2023,647.81,92404823
66008535,Basic,1/31/2023,398.99,1426399
66022888,Basic,1/31/2023,757.14,46584213
66044567,Basic,1/31/2023,596.13,26370165
66152145,Basic,1/31/2023,83.45,38808976
66168472,Platinum,1/31/2023,29.89,35949679
66175264,Basic,1/31/2023,765.91,97706574
66187843,Gold,1/31/2023,535.34,69728186
66239954,Platinum,1/31/2023,181.14,87094205
66257438,Platinum,1/31/2023,818.57,47637207
66283493,Gold,1/31/2023,612.88,43220527
66332583,Gold,1/31/2023,241.29,73519256
66341438,Basic,1/31/2023,685.06,59058746
66390683,Basic,1/31/2023,52.77,95848707
66416254,Gold,1/31/2023,166.4,85635291
66445304,Gold,1/31/2023,153.78,63996403
66449974,Gold,1/31/2023,795.59,2041097
66504443,Basic,1/31/2023,618.97,28836184
66521788,Basic,1/31/2023,201.43,33172027
66556141,Gold,1/31/2023,688.37,38250638
66586860,Gold,1/31/2023,938.51,32419583
66601462,Platinum,1/31/2023,361.46,69156913
66624477,Platinum,1/31/2023,521.98,37369428
66667727,Basic,1/31/2023,431.31,46259724
66681692,Gold,1/31/2023,712.12,64528752
66700123,Joint,1/31/2023,175.15,11926149
66700123,Joint,1/31/2023,175.15,47837176
66704269,Platinum,1/31/2023,915.51,69322228
66706067,Gold,1/31/2023,1.98,75490620
66729131,Basic,1/31/2023,100.8,19638273
66896515,Gold,1/31/2023,842.82,5540951
66914990,Basic,1/31/2023,764.75,11640026
66930564,Basic,1/31/2023,398.03,46724173
66954664,Gold,1/31/2023,620.1,28331341
67029298,Gold,1/31/2023,255.53,87331231
67056187,Basic,1/31/2023,392.51,69268250
67090449,Gold,1/31/2023,724.35,50912564
67102224,Platinum,1/31/2023,852.71,91046063
67104073,Platinum,1/31/2023,476.04,43024275
67147649,Basic,1/31/2023,3.28,27513071
67153119,Platinum,1/31/2023,454.81,83477597
67157564,Basic,1/31/2023,562.42,43347523
67190209,Basic,1/31/2023,567.61,83021953
67270354,Gold,1/31/2023,805.28,92776620
67283010,Gold,1/31/2023,872.4,72067794
67392638,Gold,1/31/2023,519.61,93438135
67400117,Gold,1/31/2023,769.45,7446016
67434874,Gold,1/31/2023,399.94,46372093
67464890,Gold,1/31/2023,81.27,10770794
67466632,Gold,1/31/2023,350.06,36121292
67489489,Basic,1/31/2023,219.39,14779622
67490657,Gold,1/31/2023,588.58,43956626
67502738,Basic,1/31/2023,185.72,39217612
67532228,Gold,1/31/2023,805.91,21310971
67541253,Gold,1/31/2023,985.49,85624603
67561762,Basic,1/31/2023,469.23,59474952
67571676,Gold,1/31/2023,491.88,21378624
67635951,Gold,1/31/2023,692.02,39813327
67674594,Gold,1/31/2023,126.16,38843651
67679622,Gold,1/31/2023,631.03,51081713
67716893,Basic,1/31/2023,250.99,9603887
67805276,Gold,1/31/2023,431.12,91546410
67837998,Gold,1/31/2023,246.4,83564781
67862200,Basic,1/31/2023,944.49,27475071
67902154,Platinum,1/31/2023,669.79,78477506
67909830,Basic,1/31/2023,589.68,27462211
67911201,Basic,1/31/2023,762.17,80857670
67911677,Basic,1/31/2023,725.9,2445447
67938929,Platinum,1/31/2023,868.04,32266166
67961706,Basic,1/31/2023,569.5,27323118
67987326,Basic,1/31/2023,161.67,73943271
68051701,Gold,1/31/2023,911.6,34319768
68104946,Basic,1/31/2023,925.71,64665918
68153614,Basic,1/31/2023,927.95,37689038
68189902,Basic,1/31/2023,448.56,74619853
68198696,Basic,1/31/2023,979.46,28319704
68239576,Joint,1/31/2023,64.42,31141393
68239576,Joint,1/31/2023,64.42,97199517
68262083,Gold,1/31/2023,899.79,45486111
68275028,Basic,1/31/2023,918.44,47262817
68294036,Basic,1/31/2023,184.64,89594477
68294645,Platinum,1/31/2023,306.18,69864357
68311266,Gold,1/31/2023,87.08,37701915
68315462,Gold,1/31/2023,769.16,98853897
68346907,Gold,1/31/2023,752.88,78033202
68393439,Gold,1/31/2023,783.05,73863998
68423238,Gold,1/31/2023,972.94,6047899
68483071,Gold,1/31/2023,25.88,64252861
68484031,Basic,1/31/2023,853.99,93396506
68552857,Basic,1/31/2023,309.92,67893794
68552994,Platinum,1/31/2023,516.25,1337928
68558850,Basic,1/31/2023,281.5,33621336
68579203,Platinum,1/31/2023,149.39,90925891
68680764,Gold,1/31/2023,200.27,77737709
68683403,Gold,1/31/2023,674.5,4404409
68689742,Gold,1/31/2023,45.41,56747591
68708795,Basic,1/31/2023,399.11,67892807
68721707,Basic,1/31/2023,900.45,44451184
68775529,Gold,1/31/2023,531.87,65345047
68786878,Basic,1/31/2023,512.06,17868925
68793483,Basic,1/31/2023,581.36,79029461
68798691,Platinum,1/31/2023,819.33,49403520
68800062,Basic,1/31/2023,749.65,60972038
68836810,Gold,1/31/2023,171.96,22924057
68891568,Gold,1/31/2023,844.06,56241797
68928221,Basic,1/31/2023,502.06,74251698
68962066,Basic,1/31/2023,304.46,2883918
68973836,Basic,1/31/2023,634.67,16952165
69008969,Basic,1/31/2023,716.37,98445662
69090518,Basic,1/31/2023,473.87,87528947
69118170,Basic,1/31/2023,109.35,3277146
69153577,Gold,1/31/2023,402.52,96459253
69302678,Gold,1/31/2023,568.08,33140118
69306093,Gold,1/31/2023,189.46,6071706
69307050,Basic,1/31/2023,623.84,25695826
69315008,Gold,1/31/2023,923.08,78932422
69344396,Basic,1/31/2023,304.19,23776419
69362270,Platinum,1/31/2023,410.6,68165297
69446767,Basic,1/31/2023,672.47,43736336
69447534,Gold,1/31/2023,68.02,66338155
69468071,Basic,1/31/2023,652.9,30778435
69492532,Gold,1/31/2023,581.23,25768852
69533742,Basic,1/31/2023,812.2,89870880
69540137,Gold,1/31/2023,351.36,63305025
69556322,Gold,1/31/2023,785.03,15838325
69561077,Platinum,1/31/2023,318.31,57015189
69588947,Basic,1/31/2023,732.72,40155086
69617552,Gold,1/31/2023,853.9,66133611
69647833,Basic,1/31/2023,765.74,4609760
69648759,Basic,1/31/2023,693.39,57398869
69664627,Platinum,1/31/2023,897.76,37761903
69665438,Basic,1/31/2023,417.78,27141627
69683385,Gold,1/31/2023,519.63,79898373
69730266,Gold,1/31/2023,732.61,87530384
69796371,Gold,1/31/2023,649.23,42223671
69806946,Basic,1/31/2023,971.49,13018948
69939682,Basic,1/31/2023,854.18,29372916
70010970,Gold,1/31/2023,114.23,72651238
70013367,Gold,1/31/2023,38.86,47525150
70034563,Gold,1/31/2023,723.18,93818665
70049609,Platinum,1/31/2023,226.63,87756868
70123664,Basic,1/31/2023,483.12,83393752
70129567,Gold,1/31/2023,886.92,31725468
70163139,Platinum,1/31/2023,674.14,82299750
70185446,Basic,1/31/2023,863.26,19692828
70214700,Basic,1/31/2023,152.79,8454965
70217229,Gold,1/31/2023,705.69,91778866
70221848,Gold,1/31/2023,550.83,93843742
70231750,Basic,1/31/2023,749.6,11858841
70331285,Basic,1/31/2023,537.34,45277634
70351135,Basic,1/31/2023,169.6,81963296
70375931,Platinum,1/31/2023,980.21,80864599
70384410,Basic,1/31/2023,718.99,30242117
70385129,Gold,1/31/2023,252.45,25300597
70409852,Joint,1/31/2023,662.8,22098748
70409852,Joint,1/31/2023,662.8,87653563
70469258,Gold,1/31/2023,868.53,4813767
70505401,Platinum,1/31/2023,138.85,88990343
70554021,Gold,1/31/2023,44.26,41586339
70567557,Basic,1/31/2023,984.3,61616825
70571486,Basic,1/31/2023,573.26,25854903
70624878,Gold,1/31/2023,328.5,31108534
70643766,Basic,1/31/2023,143.86,1809770
70652524,Gold,1/31/2023,342.86,99172535
70665892,Gold,1/31/2023,856.22,65573600
70719064,Platinum,1/31/2023,752.97,89744000
70749706,Basic,1/31/2023,963.82,25913610
70905083,Gold,1/31/2023,623.65,9289115
70920653,Gold,1/31/2023,577.7,870581
70925461,Basic,1/31/2023,260.33,96240369
70954264,Gold,1/31/2023,331.51,77223681
70989002,Gold,1/31/2023,220.06,8360012
71014167,Gold,1/31/2023,654.16,4068608
71045135,Basic,1/31/2023,98.76,17530925
71051904,Basic,1/31/2023,48.92,86913534
71082437,Basic,1/31/2023,717.98,60557952
71135606,Gold,1/31/2023,728.32,41193391
71137421,Basic,1/31/2023,65.44,66764629
71161073,Basic,1/31/2023,861.98,47880286
71183710,Gold,1/31/2023,989.68,86943579
71213535,Basic,1/31/2023,686.81,1372783
71247681,Basic,1/31/2023,955.43,98377346
71264941,Basic,1/31/2023,195.49,44181829
71266283,Gold,1/31/2023,496.77,8095707
71280775,Basic,1/31/2023,427.44,48284526
71293250,Gold,1/31/2023,686,81228060
71332337,Basic,1/31/2023,661.23,27293736
71381278,Gold,1/31/2023,592.79,95475021
71383376,Gold,1/31/2023,448.26,27558621
71394875,Platinum,1/31/2023,778.77,29141700
71444662,Gold,1/31/2023,276.78,91632181
71469803,Platinum,1/31/2023,14.79,44139624
71536854,Basic,1/31/2023,42.99,85408903
71562080,Gold,1/31/2023,352.05,42046090
71594658,Gold,1/31/2023,392.66,75381643
71643841,Gold,1/31/2023,232.5,31915563
71675127,Basic,1/31/2023,353.48,81110774
71718483,Platinum,1/31/2023,747.34,23392824
71791483,Basic,1/31/2023,873.44,2267552
71792376,Basic,1/31/2023,4.39,50625848
71825742,Gold,1/31/2023,665.75,82091686
71852263,Gold,1/31/2023,676.77,9254177
71868471,Basic,1/31/2023,474.32,21542668
71913103,Basic,1/31/2023,5.42,22362947
71934515,Gold,1/31/2023,340.99,40723861
71939863,Platinum,1/31/2023,116.31,28181174
72008772,Basic,1/31/2023,725.22,15118482
72050477,Basic,1/31/2023,95.87,69872120
72055977,Platinum,1/31/2023,172.73,8324979
72087700,Basic,1/31/2023,359.55,45137217
72120467,Basic,1/31/2023,340.15,7107157
72164482,Basic,1/31/2023,535.39,85432719
72176895,Basic,1/31/2023,109.78,85316224
72208029,Gold,1/31/2023,11.37,85019845
72230395,Platinum,1/31/2023,773.55,63059544
72268811,Basic,1/31/2023,694.68,83472358
72289791,Platinum,1/31/2023,502.96,44404301
72292735,Gold,1/31/2023,723.43,591072
72309641,Basic,1/31/2023,386.61,35096245
72323206,Basic,1/31/2023,372.97,23125764
72354216,Gold,1/31/2023,852.23,9688537
72446758,Gold,1/31/2023,893.64,60497748
72450129,Gold,1/31/2023,905.61,19242915
72466733,Gold,1/31/2023,580.24,87890694
72526383,Basic,1/31/2023,885.37,30048882
72558185,Gold,1/31/2023,793.9,35908807
72600465,Basic,1/31/2023,595.44,19167414
72623919,Platinum,1/31/2023,610.63,511227
72627756,Gold,1/31/2023,473.02,8092092
72716288,Platinum,1/31/2023,167.69,70764164
72771982,Gold,1/31/2023,501.76,41229428
72784766,Basic,1/31/2023,181.69,92903975
72799297,Platinum,1/31/2023,614.69,11911285
72809561,Gold,1/31/2023,270.68,3228358
72809943,Basic,1/31/2023,870.72,3440912
72812647,Basic,1/31/2023,351.84,95889116
72856610,Gold,1/31/2023,576.08,38940844
72894034,Gold,1/31/2023,74.8,85137085
72925782,Gold,1/31/2023,351.64,57350207
72934756,Gold,1/31/2023,829.55,81155648
72971287,Basic,1/31/2023,890.23,4046861
72986897,Basic,1/31/2023,603.23,48362044
72995062,Basic,1/31/2023,506.73,13555661
72996601,Basic,1/31/2023,730.27,8011010
73009461,Gold,1/31/2023,938.52,60286254
73015538,Platinum,1/31/2023,634.94,27201256
73039019,Basic,1/31/2023,360,80837548
73059951,Basic,1/31/2023,955.01,3951267
73080553,Platinum,1/31/2023,880.06,52001166
73124762,Gold,1/31/2023,110.47,83576152
73208971,Basic,1/31/2023,107.97,91447841
73234341,Gold,1/31/2023,811.71,96602101
73269307,Gold,1/31/2023,485.86,41332535
73275714,Platinum,1/31/2023,924.88,97951934
73282074,Gold,1/31/2023,220.48,62285835
73321391,Basic,1/31/2023,100.12,80215325
73328955,Basic,1/31/2023,404.7,83595618
73410227,Gold,1/31/2023,820.36,2182646
73439131,Gold,1/31/2023,863.01,82669243
73510067,Basic,1/31/2023,895.82,99507390
73512834,Gold,1/31/2023,424.59,49995127
73534143,Basic,1/31/2023,804.34,11828595
73538236,Gold,1/31/2023,231.93,59381671
73604500,Basic,1/31/2023,689.4,29938285
73642628,Basic,1/31/2023,300.06,91184140
73652359,Platinum,1/31/2023,80.58,91086538
73668192,Platinum,1/31/2023,371.47,8378064
73700087,Basic,1/31/2023,274.17,21658677
73744504,Platinum,1/31/2023,270.6,88657404
73762750,Gold,1/31/2023,221.12,83672714
73782061,Basic,1/31/2023,891.9,16692486
73878828,Basic,1/31/2023,845.19,13254074
73983591,Basic,1/31/2023,292.39,68617317
73983601,Platinum,1/31/2023,617.23,1863969
74012560,Basic,1/31/2023,414.56,92956685
74154906,Gold,1/31/2023,743.84,49890820
74163559,Gold,1/31/2023,45.76,44264256
74218001,Platinum,1/31/2023,133.02,11278959
74252410,Gold,1/31/2023,278.47,11036099
74255305,Gold,1/31/2023,3.7,41709088
74281404,Gold,1/31/2023,678.89,528812
74304084,Gold,1/31/2023,883.35,20073854
74365725,Basic,1/31/2023,518.04,66504206
74367877,Basic,1/31/2023,818.92,49494036
74387481,Gold,1/31/2023,883.93,59861999
74441123,Gold,1/31/2023,833.24,70613921
74539170,Basic,1/31/2023,417.58,30371035
74544582,Basic,1/31/2023,407.96,81784295
74604471,Gold,1/31/2023,661.57,1320177
74662976,Gold,1/31/2023,782.3,41268480
74703933,Basic,1/31/2023,321.42,72219444
74709026,Joint,1/31/2023,465.39,2491053
74709026,Joint,1/31/2023,465.39,11432459
74768567,Joint,1/31/2023,557.15,76300479
74768567,Joint,1/31/2023,557.15,20326005
74770758,Gold,1/31/2023,643.52,37835239
74822001,Gold,1/31/2023,673.61,86918299
75000628,Basic,1/31/2023,117.33,64722947
75004471,Platinum,1/31/2023,435.54,70722822
75027308,Platinum,1/31/2023,307.44,41667518
75068844,Gold,1/31/2023,852.47,31067192
75094093,Platinum,1/31/2023,478.09,41483469
75134291,Basic,1/31/2023,903.25,23415773
75164598,Platinum,1/31/2023,569.4,87110368
75172199,Gold,1/31/2023,955,62295301
75205767,Gold,1/31/2023,113.75,13656484
75216128,Platinum,1/31/2023,671.26,60227800
75223089,Gold,1/31/2023,557.48,21921268
75258542,Gold,1/31/2023,772.67,62312976
75331062,Joint,1/31/2023,117.81,3708241
75331062,Joint,1/31/2023,117.81,12208467
75355842,Gold,1/31/2023,621.95,26082603
75394177,Gold,1/31/2023,191.04,82005311
75428657,Platinum,1/31/2023,455.8,53330248
75468090,Gold,1/31/2023,984.92,38156933
75551521,Gold,1/31/2023,538.64,53291052
75553043,Gold,1/31/2023,669.59,73446787
75569387,Basic,1/31/2023,249.27,77037181
75573750,Gold,1/31/2023,159.92,68013077
75687743,Basic,1/31/2023,668.39,15003523
75692380,Gold,1/31/2023,477.28,9871686
75696521,Basic,1/31/2023,660.34,49877866
75747094,Basic,1/31/2023,289.48,80601641
75762044,Basic,1/31/2023,980.08,74637124
75782714,Gold,1/31/2023,105.34,77189909
75839704,Platinum,1/31/2023,202.34,50760564
75893682,Gold,1/31/2023,573.74,17540138
75925793,Gold,1/31/2023,425.69,74455287
75946768,Basic,1/31/2023,103.05,46755671
75954317,Basic,1/31/2023,583.28,84946336
75969874,Gold,1/31/2023,454.25,93639960
76078639,Gold,1/31/2023,318.17,13283000
76096120,Basic,1/31/2023,996.6,8589775
76099143,Basic,1/31/2023,525.4,96850023
76122310,Basic,1/31/2023,985.6,11774330
76146870,Basic,1/31/2023,414.24,69518742
76169332,Basic,1/31/2023,615.46,98682102
76206810,Platinum,1/31/2023,887.63,91369374
76245103,Gold,1/31/2023,814.75,72465411
76256026,Gold,1/31/2023,36.71,5770461
76257915,Gold,1/31/2023,795.66,44222762
76273831,Basic,1/31/2023,866.62,92621319
76318330,Basic,1/31/2023,710.56,15113624
76336076,Platinum,1/31/2023,288.71,53045698
76342664,Basic,1/31/2023,371.62,19016206
76343783,Gold,1/31/2023,42.36,77256656
76355557,Gold,1/31/2023,285.61,75629321
76454427,Gold,1/31/2023,267.03,89457295
76470405,Joint,1/31/2023,606.3,2290392
76470405,Joint,1/31/2023,606.3,51898758
76474111,Basic,1/31/2023,563.43,42530181
76482858,Platinum,1/31/2023,568.63,25716255
76524911,Basic,1/31/2023,190.9,19233808
76537084,Basic,1/31/2023,884.7,89322032
76546657,Gold,1/31/2023,434.77,15219884
76629706,Basic,1/31/2023,962.66,78373777
76662799,Basic,1/31/2023,296.68,75676679
76698056,Basic,1/31/2023,827.36,8603588
76720959,Gold,1/31/2023,436.06,82451428
76787359,Basic,1/31/2023,386.73,58214683
76799768,Basic,1/31/2023,981.08,30729241
76847816,Gold,1/31/2023,197.8,91111081
76857747,Platinum,1/31/2023,952.88,77454315
76869201,Gold,1/31/2023,515.62,89922038
76869375,Basic,1/31/2023,894.84,70221240
76953050,Basic,1/31/2023,453.1,99624969
77010964,Basic,1/31/2023,899.11,57391387
77017650,Gold,1/31/2023,699.24,71537737
77026279,Gold,1/31/2023,126.05,43217322
77207452,Platinum,1/31/2023,696.83,23269854
77241606,Gold,1/31/2023,761.38,69346423
77243259,Basic,1/31/2023,614.86,25993317
77289104,Gold,1/31/2023,737.08,45691277
77342574,Gold,1/31/2023,907.34,63713675
77377150,Basic,1/31/2023,673.03,10667724
77379844,Basic,1/31/2023,32.65,81730516
77387016,Basic,1/31/2023,894.34,23922558
77418940,Gold,1/31/2023,263.71,39762003
77447018,Gold,1/31/2023,754.64,64418734
77504884,Platinum,1/31/2023,221.03,81719712
77551209,Gold,1/31/2023,7.33,58789233
77554032,Gold,1/31/2023,646.5,88425247
77587664,Basic,1/31/2023,769.43,13790271
77646359,Basic,1/31/2023,434.93,83317900
77668890,Basic,1/31/2023,804.88,14163069
77688406,Basic,1/31/2023,224.2,94883657
77717508,Platinum,1/31/2023,493.27,13494591
77722115,Platinum,1/31/2023,735.94,82736546
77737443,Basic,1/31/2023,220.7,75838416
77792490,Gold,1/31/2023,822.76,76460411
77797288,Gold,1/31/2023,199.97,12937150
77802960,Basic,1/31/2023,157.47,59607914
77838890,Gold,1/31/2023,951.16,48761603
77841390,Platinum,1/31/2023,673.82,7936114
77847751,Gold,1/31/2023,850.14,13596020
77867306,Gold,1/31/2023,907.96,62751338
77880852,Basic,1/31/2023,550.69,39195717
77911836,Basic,1/31/2023,87.75,86710026
77913078,Basic,1/31/2023,885.96,49112344
77917083,Gold,1/31/2023,929.41,30749902
77931114,Gold,1/31/2023,480.52,12707756
77966293,Basic,1/31/2023,904.28,58346022
77980498,Gold,1/31/2023,893.87,98660334
78004131,Platinum,1/31/2023,723.24,33032227
78047487,Gold,1/31/2023,417.33,55536884
78065026,Platinum,1/31/2023,356.26,16185958
78072161,Basic,1/31/2023,914.19,436407
78076137,Basic,1/31/2023,290.47,12617294
78129803,Gold,1/31/2023,233.76,20360057
78133064,Basic,1/31/2023,103.96,41920651
78167719,Gold,1/31/2023,969.06,52709340
78175956,Basic,1/31/2023,124.55,65720404
78184766,Gold,1/31/2023,98.1,13273807
78234498,Basic,1/31/2023,697.88,77842115
78257880,Gold,1/31/2023,933.22,78005820
78268704,Gold,1/31/2023,888.99,70026930
78296743,Gold,1/31/2023,406.97,63537200
78303304,Basic,1/31/2023,921.4,84909628
78343618,Basic,1/31/2023,30.43,38347662
78362587,Gold,1/31/2023,390.79,23785249
78392456,Gold,1/31/2023,592.04,67541271
78395863,Gold,1/31/2023,458.24,43120555
78493642,Platinum,1/31/2023,748.98,56863285
78501355,Basic,1/31/2023,910.42,11187651
78541427,Basic,1/31/2023,366.51,57993685
78580221,Basic,1/31/2023,271.94,63908671
78584818,Basic,1/31/2023,723.21,88064914
78667134,Gold,1/31/2023,672.23,96454336
78673350,Gold,1/31/2023,307.25,7843786
78716149,Basic,1/31/2023,658.83,7314248
78767161,Platinum,1/31/2023,248.42,55522646
78773905,Basic,1/31/2023,511.78,14287372
78807944,Platinum,1/31/2023,442.48,27594629
78844183,Basic,1/31/2023,194.7,70742681
78905675,Basic,1/31/2023,11.18,1575816
78913378,Basic,1/31/2023,378.08,44145524
78927989,Gold,1/31/2023,825.23,87222885
78945298,Basic,1/31/2023,609.68,89498434
78953379,Gold,1/31/2023,45.3,90114669
79015773,Basic,1/31/2023,706.11,83402926
79033058,Basic,1/31/2023,97.12,46306899
79036903,Basic,1/31/2023,491.23,14494647
79069274,Gold,1/31/2023,685.1,54231123
79090076,Basic,1/31/2023,119.25,2041431
79091642,Gold,1/31/2023,961.45,94921524
79118116,Platinum,1/31/2023,463.1,62824086
79147964,Gold,1/31/2023,753.1,60313028
79163824,Basic,1/31/2023,938.15,36507872
79169988,Basic,1/31/2023,354.01,63966875
79181666,Gold,1/31/2023,600.88,22997694
79213491,Gold,1/31/2023,308.65,98175402
79307217,Basic,1/31/2023,307.87,96001163
79309039,Basic,1/31/2023,642.08,95900354
79325967,Platinum,1/31/2023,647.65,98355556
79329254,Platinum,1/31/2023,984.43,10675579
79355498,Gold,1/31/2023,132.74,35039853
79380893,Platinum,1/31/2023,163.15,59545358
79415620,Basic,1/31/2023,729.51,98396822
79435523,Platinum,1/31/2023,920,98749749
79499412,Gold,1/31/2023,159.51,59142705
79566165,Basic,1/31/2023,64.47,6207626
79566627,Basic,1/31/2023,377.62,52252029
79570236,Gold,1/31/2023,91.66,95393533
79599747,Basic,1/31/2023,393.28,31992801
79632523,Platinum,1/31/2023,867.95,82420083
79656112,Gold,1/31/2023,848.18,84006158
79656355,Gold,1/31/2023,766.41,79392797
79757019,Gold,1/31/2023,369.26,7817413
79771974,Joint,1/31/2023,350.67,16140735
79771974,Joint,1/31/2023,350.67,56852059
79792810,Gold,1/31/2023,505.57,98461833
79933337,Basic,1/31/2023,508.79,12407866
80001684,Basic,1/31/2023,572.24,73758739
80005822,Basic,1/31/2023,930.08,96134673
80015485,Basic,1/31/2023,310.56,6947064
80040176,Basic,1/31/2023,533.74,77258333
80046304,Basic,1/31/2023,951.74,84313886
80135904,Platinum,1/31/2023,120.34,20439687
80168427,Basic,1/31/2023,19.01,23104676
80184223,Basic,1/31/2023,52.59,38159978
80244844,Gold,1/31/2023,774.54,21120570
80283776,Gold,1/31/2023,334.03,26530118
80291188,Basic,1/31/2023,338.65,84751306
80304720,Basic,1/31/2023,614.87,91192438
80325529,Basic,1/31/2023,996.6,46419403
80355773,Gold,1/31/2023,906.28,20633559
80360244,Basic,1/31/2023,658.35,4116700
80379245,Basic,1/31/2023,793.17,67588223
80391084,Gold,1/31/2023,466.35,63984906
80428983,Basic,1/31/2023,323.32,62859250
80439799,Basic,1/31/2023,968.23,67553564
80464084,Basic,1/31/2023,12.73,73628148
80504934,Basic,1/31/2023,759.22,88041209
80596699,Basic,1/31/2023,47.06,13812063
80610910,Basic,1/31/2023,139.54,75817498
80678427,Basic,1/31/2023,97.72,90881466
80678577,Gold,1/31/2023,288.61,65792235
80709302,Basic,1/31/2023,280.92,55834915
80747298,Gold,1/31/2023,768.33,75836943
80758476,Basic,1/31/2023,977.44,47582286
80761210,Platinum,1/31/2023,545.59,95067254
80778066,Gold,1/31/2023,217.49,45482092
80787776,Gold,1/31/2023,460.46,40267424
80808205,Basic,1/31/2023,280.92,14515913
80811957,Gold,1/31/2023,139.95,14713302
80812213,Basic,1/31/2023,277.14,23974551
80818151,Gold,1/31/2023,320.64,42553555
